"Año","Comunidad autónoma","Provincia","Origen de la denuncia","Número de denuncias por violencia de género"
"Año 2015","Canarias","Las Palmas","Atestados policiales - con denuncia victima","431.0"
"Año 2015","Canarias","Las Palmas","Atestados policiales - con denuncia familiar","11.0"
"Año 2015","Canarias","Las Palmas","Atestados policiales - por intervención directa policial","134.0"
"Año 2015","Canarias","Las Palmas","Parte de lesiones","191.0"
"Año 2015","Canarias","Las Palmas","Servicios asistencia-Terceros  en general","16.0"
"Año 2015","Canarias","Santa Cruz de Tenerife","Presentada directamente por victima","21.0"
"Año 2015","Canarias","Santa Cruz de Tenerife","Presentada directamente por familiares","1.0"
"Año 2015","Canarias","Santa Cruz de Tenerife","Atestados policiales - con denuncia victima","602.0"
"Año 2015","Canarias","Santa Cruz de Tenerife","Atestados policiales - con denuncia familiar","3.0"
"Año 2015","Canarias","Santa Cruz de Tenerife","Atestados policiales - por intervención directa policial","66.0"
"Año 2015","Canarias","Santa Cruz de Tenerife","Parte de lesiones","54.0"
"Año 2015","Canarias","Santa Cruz de Tenerife","Servicios asistencia-Terceros  en general","32.0"
"Año 2015","Cantabria","Cantabria","Presentada directamente por victima","8.0"
"Año 2015","Cantabria","Cantabria","Presentada directamente por familiares","0.0"
"Año 2015","Cantabria","Cantabria","Atestados policiales - con denuncia victima","62.0"
"Año 2015","Cantabria","Cantabria","Atestados policiales - con denuncia familiar","0.0"
"Año 2015","Cantabria","Cantabria","Atestados policiales - por intervención directa policial","123.0"
"Año 2015","Cantabria","Cantabria","Parte de lesiones","43.0"
"Año 2015","Cantabria","Cantabria","Servicios asistencia-Terceros  en general","16.0"
"Año 2015","Castilla y León","Ávila","Presentada directamente por victima","1.0"
"Año 2015","Castilla y León","Ávila","Presentada directamente por familiares","0.0"
"Año 2015","Castilla y León","Ávila","Atestados policiales - con denuncia victima","48.0"
"Año 2015","Castilla y León","Ávila","Atestados policiales - con denuncia familiar","1.0"
"Año 2015","Castilla y León","Ávila","Atestados policiales - por intervención directa policial","3.0"
"Año 2015","Castilla y León","Ávila","Parte de lesiones","1.0"
"Año 2015","Castilla y León","Ávila","Servicios asistencia-Terceros  en general","2.0"
"Año 2015","Castilla y León","Burgos","Presentada directamente por victima","2.0"
"Año 2015","Castilla y León","Burgos","Presentada directamente por familiares","0.0"
"Año 2015","Castilla y León","Burgos","Atestados policiales - con denuncia victima","86.0"
"Año 2015","Castilla y León","Burgos","Atestados policiales - con denuncia familiar","3.0"
"Año 2015","Castilla y León","Burgos","Atestados policiales - por intervención directa policial","45.0"
"Año 2015","Castilla y León","Burgos","Parte de lesiones","11.0"
"Año 2015","Castilla y León","Burgos","Servicios asistencia-Terceros  en general","0.0"
"Año 2015","Castilla y León","León","Presentada directamente por victima","13.0"
"Año 2015","Castilla y León","León","Presentada directamente por familiares","0.0"
"Año 2015","Castilla y León","León","Atestados policiales - con denuncia victima","141.0"
"Año 2015","Castilla y León","León","Atestados policiales - con denuncia familiar","1.0"
"Año 2015","Castilla y León","León","Atestados policiales - por intervención directa policial","34.0"
"Año 2015","Castilla y León","León","Parte de lesiones","24.0"
"Año 2015","Castilla y León","León","Servicios asistencia-Terceros  en general","1.0"
"Año 2015","Castilla y León","Palencia","Presentada directamente por victima","0.0"
"Año 2015","Castilla y León","Palencia","Presentada directamente por familiares","0.0"
"Año 2015","Castilla y León","Palencia","Atestados policiales - con denuncia victima","39.0"
"Año 2015","Castilla y León","Palencia","Atestados policiales - con denuncia familiar","0.0"
"Año 2015","Castilla y León","Palencia","Atestados policiales - por intervención directa policial","0.0"
"Año 2015","Castilla y León","Palencia","Parte de lesiones","1.0"
"Año 2015","Castilla y León","Palencia","Servicios asistencia-Terceros  en general","0.0"
"Año 2015","Castilla y León","Salamanca","Presentada directamente por victima","0.0"
"Año 2015","Castilla y León","Salamanca","Presentada directamente por familiares","0.0"
"Año 2015","Castilla y León","Salamanca","Atestados policiales - con denuncia victima","68.0"
"Año 2015","Castilla y León","Salamanca","Atestados policiales - con denuncia familiar","0.0"
"Año 2015","Castilla y León","Salamanca","Atestados policiales - por intervención directa policial","8.0"
"Año 2015","Castilla y León","Salamanca","Parte de lesiones","4.0"
"Año 2015","Castilla y León","Salamanca","Servicios asistencia-Terceros  en general","0.0"
"Año 2015","Castilla y León","Segovia","Presentada directamente por victima","0.0"
"Año 2015","Castilla y León","Segovia","Presentada directamente por familiares","0.0"
"Año 2015","Castilla y León","Segovia","Atestados policiales - con denuncia victima","36.0"
"Año 2015","Castilla y León","Segovia","Atestados policiales - con denuncia familiar","0.0"
"Año 2015","Castilla y León","Segovia","Atestados policiales - por intervención directa policial","11.0"
"Año 2015","Castilla y León","Segovia","Parte de lesiones","0.0"
"Año 2015","Castilla y León","Segovia","Servicios asistencia-Terceros  en general","0.0"
"Año 2015","Castilla y León","Soria","Presentada directamente por victima","1.0"
"Año 2015","Castilla y León","Soria","Presentada directamente por familiares","1.0"
"Año 2015","Castilla y León","Soria","Atestados policiales - con denuncia victima","32.0"
"Año 2015","Castilla y León","Soria","Atestados policiales - con denuncia familiar","0.0"
"Año 2015","Castilla y León","Soria","Atestados policiales - por intervención directa policial","0.0"
"Año 2015","Castilla y León","Soria","Parte de lesiones","0.0"
"Año 2015","Castilla y León","Soria","Servicios asistencia-Terceros  en general","0.0"
"Año 2015","Castilla y León","Valladolid","Presentada directamente por victima","48.0"
"Año 2015","Castilla y León","Valladolid","Presentada directamente por familiares","0.0"
"Año 2015","Castilla y León","Valladolid","Atestados policiales - con denuncia victima","196.0"
"Año 2015","Castilla y León","Valladolid","Atestados policiales - con denuncia familiar","2.0"
"Año 2015","Castilla y León","Valladolid","Atestados policiales - por intervención directa policial","81.0"
"Año 2015","Castilla y León","Valladolid","Parte de lesiones","0.0"
"Año 2015","Castilla y León","Valladolid","Servicios asistencia-Terceros  en general","0.0"
"Año 2015","Castilla y León","Zamora","Presentada directamente por victima","25.0"
"Año 2015","Castilla y León","Zamora","Presentada directamente por familiares","0.0"
"Año 2015","Castilla y León","Zamora","Atestados policiales - con denuncia victima","43.0"
"Año 2015","Castilla y León","Zamora","Atestados policiales - con denuncia familiar","0.0"
"Año 2015","Castilla y León","Zamora","Atestados policiales - por intervención directa policial","4.0"
"Año 2015","Castilla y León","Zamora","Parte de lesiones","3.0"
"Año 2015","Castilla y León","Zamora","Servicios asistencia-Terceros  en general","0.0"
"Año 2015","Castilla - La Mancha","Albacete","Presentada directamente por victima","16.0"
"Año 2015","Castilla - La Mancha","Albacete","Presentada directamente por familiares","0.0"
"Año 2015","Castilla - La Mancha","Albacete","Atestados policiales - con denuncia victima","180.0"
"Año 2015","Castilla - La Mancha","Albacete","Atestados policiales - con denuncia familiar","3.0"
"Año 2015","Castilla - La Mancha","Albacete","Atestados policiales - por intervención directa policial","2.0"
"Año 2015","Castilla - La Mancha","Albacete","Parte de lesiones","0.0"
"Año 2015","Castilla - La Mancha","Albacete","Servicios asistencia-Terceros  en general","0.0"
"Año 2015","Castilla - La Mancha","Ciudad Real","Presentada directamente por victima","7.0"
"Año 2015","Castilla - La Mancha","Ciudad Real","Presentada directamente por familiares","0.0"
"Año 2015","Castilla - La Mancha","Ciudad Real","Atestados policiales - con denuncia victima","181.0"
"Año 2015","Castilla - La Mancha","Ciudad Real","Atestados policiales - con denuncia familiar","1.0"
"Año 2015","Castilla - La Mancha","Ciudad Real","Atestados policiales - por intervención directa policial","21.0"
"Año 2015","Castilla - La Mancha","Ciudad Real","Parte de lesiones","15.0"
"Año 2015","Castilla - La Mancha","Ciudad Real","Servicios asistencia-Terceros  en general","15.0"
"Año 2015","Castilla - La Mancha","Cuenca","Presentada directamente por victima","5.0"
"Año 2015","Castilla - La Mancha","Cuenca","Presentada directamente por familiares","0.0"
"Año 2015","Castilla - La Mancha","Cuenca","Atestados policiales - con denuncia victima","84.0"
"Año 2015","Castilla - La Mancha","Cuenca","Atestados policiales - con denuncia familiar","3.0"
"Año 2015","Castilla - La Mancha","Cuenca","Atestados policiales - por intervención directa policial","14.0"
"Año 2015","Castilla - La Mancha","Cuenca","Parte de lesiones","3.0"
"Año 2015","Castilla - La Mancha","Cuenca","Servicios asistencia-Terceros  en general","0.0"
"Año 2015","Castilla - La Mancha","Guadalajara","Presentada directamente por victima","14.0"
"Año 2015","Castilla - La Mancha","Guadalajara","Presentada directamente por familiares","0.0"
"Año 2015","Castilla - La Mancha","Guadalajara","Atestados policiales - con denuncia victima","135.0"
"Año 2015","Castilla - La Mancha","Guadalajara","Atestados policiales - con denuncia familiar","0.0"
"Año 2015","Castilla - La Mancha","Guadalajara","Atestados policiales - por intervención directa policial","7.0"
"Año 2015","Castilla - La Mancha","Guadalajara","Parte de lesiones","18.0"
"Año 2015","Castilla - La Mancha","Guadalajara","Servicios asistencia-Terceros  en general","0.0"
"Año 2015","Castilla - La Mancha","Toledo","Presentada directamente por victima","6.0"
"Año 2015","Castilla - La Mancha","Toledo","Presentada directamente por familiares","0.0"
"Año 2015","Castilla - La Mancha","Toledo","Atestados policiales - con denuncia victima","282.0"
"Año 2015","Castilla - La Mancha","Toledo","Atestados policiales - con denuncia familiar","2.0"
"Año 2015","Castilla - La Mancha","Toledo","Atestados policiales - por intervención directa policial","39.0"
"Año 2015","Castilla - La Mancha","Toledo","Parte de lesiones","17.0"
"Año 2015","Castilla - La Mancha","Toledo","Servicios asistencia-Terceros  en general","0.0"
"Año 2015","Cataluña","Barcelona","Presentada directamente por victima","71.0"
"Año 2015","Cataluña","Barcelona","Presentada directamente por familiares","10.0"
"Año 2015","Cataluña","Barcelona","Atestados policiales - con denuncia victima","2147.0"
"Año 2015","Cataluña","Barcelona","Atestados policiales - con denuncia familiar","52.0"
"Año 2015","Cataluña","Barcelona","Atestados policiales - por intervención directa policial","490.0"
"Año 2015","Cataluña","Barcelona","Parte de lesiones","298.0"
"Año 2015","Cataluña","Barcelona","Servicios asistencia-Terceros  en general","32.0"
"Año 2015","Cataluña","Girona","Presentada directamente por victima","1.0"
"Año 2015","Cataluña","Girona","Presentada directamente por familiares","0.0"
"Año 2015","Cataluña","Girona","Atestados policiales - con denuncia victima","361.0"
"Año 2015","Cataluña","Girona","Atestados policiales - con denuncia familiar","0.0"
"Año 2015","Cataluña","Girona","Atestados policiales - por intervención directa policial","44.0"
"Año 2015","Cataluña","Girona","Parte de lesiones","10.0"
"Año 2015","Cataluña","Girona","Servicios asistencia-Terceros  en general","1.0"
"Año 2015","Cataluña","Lleida","Presentada directamente por victima","10.0"
"Año 2015","Cataluña","Lleida","Presentada directamente por familiares","0.0"
"Año 2015","Cataluña","Lleida","Atestados policiales - con denuncia victima","124.0"
"Año 2015","Cataluña","Lleida","Atestados policiales - con denuncia familiar","3.0"
"Año 2015","Cataluña","Lleida","Atestados policiales - por intervención directa policial","44.0"
"Año 2015","Cataluña","Lleida","Parte de lesiones","7.0"
"Año 2015","Cataluña","Lleida","Servicios asistencia-Terceros  en general","1.0"
"Año 2015","Cataluña","Tarragona","Presentada directamente por victima","3.0"
"Año 2015","Cataluña","Tarragona","Presentada directamente por familiares","0.0"
"Año 2015","Cataluña","Tarragona","Atestados policiales - con denuncia victima","388.0"
"Año 2015","Cataluña","Tarragona","Atestados policiales - con denuncia familiar","2.0"
"Año 2015","Cataluña","Tarragona","Atestados policiales - por intervención directa policial","47.0"
"Año 2015","Cataluña","Tarragona","Parte de lesiones","64.0"
"Año 2015","Cataluña","Tarragona","Servicios asistencia-Terceros  en general","1.0"
"Año 2015","Comunidad Valenciana","Alicante","Presentada directamente por victima","12.0"
"Año 2015","Comunidad Valenciana","Alicante","Presentada directamente por familiares","0.0"
"Año 2015","Comunidad Valenciana","Alicante","Atestados policiales - con denuncia victima","991.0"
"Año 2015","Comunidad Valenciana","Alicante","Atestados policiales - con denuncia familiar","13.0"
"Año 2015","Comunidad Valenciana","Alicante","Atestados policiales - por intervención directa policial","257.0"
"Año 2015","Comunidad Valenciana","Alicante","Parte de lesiones","241.0"
"Año 2015","Comunidad Valenciana","Alicante","Servicios asistencia-Terceros  en general","65.0"
